ID,標題,國家,建立日期,緯度,經度,評分,心得內容,照片數量,種類
d8c08407-b26b-44c9-8817-e51ec81396ee,優麥-烘焙工具＆食材,台灣,2019/12/28,24.6864,120.869,3,,0,attraction
387a88fd-a6c8-4628-aa5c-2ab0124560ba,時代力量服務處,台灣,2020/1/7,24.6907,120.878,3,,0,attraction
a1b1ef15-609b-48a4-8f8e-0ed461442afb,福輪公園,台灣,2020/1/7,24.6914,120.878,3,,0,nature
32f03efb-9948-4441-8b38-2efbfc2869b7,威斯汀酒店,台灣,2020/1/16,24.8821,121.326,3,,0,accommodation
3e14c0a2-202d-4480-9a07-49a03b7cbe54,大溪老茶場,台灣,2020/1/16,24.8311,121.328,3,,0,food
0926af86-7ddf-4923-a65a-6116ffe15b97,製茶場,台灣,2020/1/16,24.8311,121.328,3,,0,food
61fb0e8a-767d-4006-b489-c4554d8e1bef,台灣民眾黨,台灣,2020/1/17,24.6908,120.879,3,,0,nature
7fb77a52-79f6-47f2-a7bb-3a1c19cd0ac1,內湖國小,台灣,2020/1/18,24.7422,120.906,3,,0,nature
49da6961-d427-4580-9e86-a341ef109d44,二鍋壽喜燒,台灣,2020/1/19,24.9906,121.313,3,,0,food
c38d4224-00a3-4189-aa1c-2f44053453d3,打茶串燒,台灣,2020/1/19,24.99,121.308,3,,0,food
063907ca-fa1e-4ffa-877c-b248ef1d216c,外公家,台灣,2020/1/26,23.7143,120.208,3,,0,attraction
db148401-5642-4c76-a033-f047f04d3de0,蜂蜜故事館,台灣,2020/1/27,23.6587,120.541,3,,0,attraction
4969562c-e505-4fa5-9808-3d795e81dc06,橋頭堡-簡餐,台灣,2020/1/27,23.5935,120.599,3,,0,food
cb9f13c7-a38f-485b-9dfd-4642bf25dd6d,情人吊橋,台灣,2020/1/27,23.5935,120.609,3,,0,nature
b0ea72ec-2dab-4404-9e2c-6685eda3fbd9,限載兩人吊橋,台灣,2020/1/27,23.5931,120.609,3,,0,nature
bcace46e-22cd-4592-a490-19ee5883912e,超大水車,台灣,2020/1/27,23.5934,120.598,3,,0,attraction
5dc106d0-fa68-4616-9907-8e6a0910021b,平林文學步道,台灣,2020/1/27,23.5937,120.597,3,,0,nature
8c05c124-28d4-4c3d-b474-6258ba3b1d6d,大佛,台灣,2020/1/28,24.0783,120.549,3,,0,attraction
831042cb-f53d-4757-8245-6a33d807c2d8,大佛寺,台灣,2020/1/28,24.0786,120.549,3,,0,culture
83e9b07a-23bd-4075-ac02-49dee4d4c9ee,高美溼地,台灣,2020/1/28,24.3124,120.55,3,,0,nature
